X,Y
-90987.4427038245,-870376.429083553
-90980.8071091634,-870389.579478414
-90974.3008470077,-870402.465571144
-90967.6584323344,-870415.613332104
-90961.0126905998,-870428.759779508
-90954.3636726136,-870441.904909775
-90947.9132702758,-870454.649794378
-90941.3311816474,-870467.647597972
-90934.6857598589,-870480.763322275
-90928.1039263711,-870493.746659632
-90921.5190096616,-870506.728613541
-90914.8648016017,-870519.840437523
-90908.2077338607,-870532.950977406
-90901.6811005351,-870545.798058716
-90895.0185322607,-870558.906065361
-90888.3532219185,-870572.012796814
-90881.7519495376,-870584.987254275
-90875.1478472443,-870597.960394626
-90868.4744534481,-870611.063350065
-90861.7984106106,-870624.165021596
-90855.2533287856,-870637.003384883
-90848.5720286511,-870650.102433121
-90841.8880916937,-870663.20008322
-90835.2684612945,-870676.165415536
-90828.6460290875,-870689.129234994
-90821.9541223006,-870702.222579549
-90815.2595255086,-870715.314423558
-90808.6961554953,-870728.142915734
-90801.996115339,-870741.231632694
-90795.2932926548,-870754.318686684
-90788.6548150468,-870767.273268754
-90782.0133754413,-870780.226075763
-90775.3021311581,-870793.308057958
-90768.588052883,-870806.388279771
-90762.0055163417,-870819.205159909
-90755.2858337174,-870832.281824737
-90748.5633355392,-870845.356634328
-90741.8380379351,-870858.429598544
-90735.2445389099,-870871.239278935
-90728.5137570312,-870884.308486952
-90721.7802436481,-870897.375778008
-90715.1113302755,-870910.310425015
-90708.4400161118,-870923.243345754
-90701.6986600954,-870936.304938002
-90695.0198683217,-870949.238975139
-90688.4016878333,-870962.049194815
-90681.7080135579,-870974.999771977
-90674.9444367311,-870988.079591447
-90668.2464044979,-871001.027027406
-90661.478946497,-871014.103414093
-90654.7774057158,-871027.047341261
-90648.0061948403,-871040.120467164
-90641.3007949778,-871053.061270247
-90634.5259509636,-871066.131157902
-90627.8171694634,-871079.068788675
-90621.0387872156,-871092.135476033
-90614.3264609817,-871105.069817238
-90607.5447234944,-871118.133246566
-90600.7613710041,-871131.195056341
-90594.1121789752,-871143.994075588
-90587.3257735129,-871157.052741639
-90580.5378828328,-871170.109817588
-90573.7485483411,-871183.165320806
-90567.0257613794,-871196.088448744
-90560.3015217889,-871209.010519875
-90553.5802065674,-871221.922326609
-90546.8619398128,-871234.823897092
-90540.1463909741,-871247.715735749
-90533.3615300796,-871260.73619733
-90526.6430355517,-871273.624875457
-90519.8551468269,-871286.642051142
-90513.0658365035,-871299.657576573
-90506.3430105259,-871312.541247858
-90499.5510197295,-871325.553460615
-90492.7577470269,-871338.564028427
-90486.0312468011,-871351.442930687
-90479.3035093223,-871364.32016824
-90472.5067041573,-871377.325971989
-90465.7087533907,-871390.330231561
-90458.909675127,-871403.332976428
-90452.1094763657,-871416.334225837
-90445.4442353807,-871429.07401533
-90438.6419096178,-871442.072340338
-90431.8385195457,-871455.069237542
-90425.0340834291,-871468.064738496
-90418.228588784,-871481.058870837
-90411.4900929822,-871493.921697264
-90404.6825508492,-871506.913193123
-90397.9421032895,-871519.77353652
-90391.1325328033,-871532.76245933
-90384.638767508,-871545.146435456
-90377.8621974797,-871558.066042706
-90371.0165463294,-871571.114384636
-90364.1699325637,-871584.161516528
-90357.3223580744,-871597.207454735
-90350.4738344174,-871610.252205541
-90343.6930056084,-871623.165179934
-90336.9109362608,-871636.077379217
-90330.0595743211,-871649.118670485
-90323.2072751543,-871662.158837592
-90316.3540073685,-871675.197902647
-90309.4996841448,-871688.235906777
-90302.6442753688,-871701.272839807
-90295.8513386512,-871714.187920312
-90289.1210032738,-871726.980721411
-90282.3176389977,-871739.909237939
-90275.4444360019,-871752.967124887
-90268.5701180592,-871766.02383137
-90261.6946760527,-871779.079378671
-90254.8181266769,-871792.133785599
-90248.2856466639,-871804.531456593
-90241.5086253919,-871817.390507427
-90234.6621283391,-871830.378335581
-90227.814507714,-871843.365137162
-90221.0342902762,-871856.221122536
-90214.1844561176,-871869.205977064
-90207.3335127789,-871882.189881402
-90200.481477511,-871895.172870292
-90193.6283624918,-871908.15498973
-90186.842762798,-871921.006283817
-90179.9875205165,-871933.986713531
-90173.1312618086,-871946.966293986
-90166.2740277412,-871959.945072569
-90159.4845114543,-871972.793016689
-90152.7004916496,-871985.628223668
-90145.9206241428,-871998.452955233
-90139.072805639,-872011.403826504
-90132.2924627195,-872024.22460413
-90125.4426648049,-872037.174346532
-90118.591834247,-872050.123574087
-90111.739959069,-872063.072256742
-90104.8869888677,-872076.020421439
-90098.0329031219,-872088.968059229
-90091.1776410116,-872101.915141982
-90084.3897781063,-872114.732224063
-90077.5320338663,-872127.678182822
-90070.6729002545,-872140.623551278
-90063.8809145924,-872153.438824168
-90057.0188729693,-872166.382914619
-90050.1552591048,-872179.326293019
-90043.2899906851,-872192.268900366
-90036.4230100872,-872205.210659869
-90029.5542314268,-872218.151536723
-90022.7523972266,-872230.962167962
-90015.879978784,-872243.901264026
-90009.0057339809,-872256.839459675
-90002.1296417136,-872269.776736596
-89995.3203873458,-872282.583695628
-89988.4404911498,-872295.519130943
-89981.5585743149,-872308.45365403
-89974.6745546028,-872321.387256243
-89967.7883949221,-872334.319921734
-89960.9689880145,-872347.12238851
-89954.078412109,-872360.053206317
-89947.1855846374,-872372.983094631
-89940.2905447538,-872385.912029868
-89933.3932916666,-872398.84001272
-89926.5627844292,-872411.637750102
-89919.661225966,-872424.563823196
-89912.7575317315,-872437.488986037
-89905.9208792091,-872450.284051763
-89899.0807355951,-872463.081038597
-89892.1642027618,-872476.016196001
-89885.3084486073,-872488.833440603
-89878.3813183366,-872501.779602707
-89871.4522427679,-872514.724989231
-89864.5904143812,-872527.540261305
-89857.6575242541,-872540.484110695
-89850.792250513,-872553.297727571
-89843.8557586486,-872566.240131514
-89836.9176027191,-872579.181828751
-89829.9778939244,-872592.122830685
-89823.0367063545,-872605.063167815
-89816.0940972218,-872618.002829252
-89809.1501280275,-872630.941863845
-89802.2743344325,-872643.750801024
-89795.3972865393,-872656.55934456
-89788.4495781642,-872669.496659127
-89781.5006985606,-872682.433476995
-89774.550702132,-872695.369842721
-89767.5996422388,-872708.305771252
-89760.6475628444,-872721.241304526
-89753.7675066264,-872734.04062036
-89746.9609025438,-872746.701223322
-89740.0889572511,-872759.48167543
-89733.1467221684,-872772.390954669
-89726.2036529777,-872785.300019424
-89719.2597896945,-872798.20889963
-89712.3151481255,-872811.11762433
-89705.3697736657,-872824.026213007
-89698.4237013109,-872836.934680017
-89691.6159342484,-872849.584875007
-89684.6686231243,-872862.49312864
-89677.720740025,-872875.401313011
-89670.7723579286,-872888.3094157
-89663.823484781,-872901.217467389
-89656.8741750152,-872914.125487015
-89649.9244592788,-872927.033490052
-89643.0438785888,-872939.812395679
-89636.1629301334,-872952.591302042
-89629.2121476981,-872965.49927906
-89622.2610410811,-872978.407268269
-89615.3096047251,-872991.315300968
-89608.3578448474,-873004.223331699
-89601.4057590146,-873017.131372973
-89594.5228599101,-873029.910328415
-89587.6395803393,-873042.689254697
-89580.6864206909,-873055.597198767
-89573.7328730129,-873068.505053458
-89566.7789026668,-873081.412795815
-89559.8244874075,-873094.320391857
-89552.8695522112,-873107.227807641
-89545.983621196,-873120.005953971
-89539.0275054052,-873132.912932104
-89532.1402714899,-873145.690562986
-89525.1827836071,-873158.596979787
-89518.2245247074,-873171.503076891
-89511.2654493455,-873184.408812064
-89504.3054990771,-873197.314166863
-89497.4142740967,-873210.090069157
-89490.5173638592,-873222.874281625
-89483.6841677523,-873235.537973304
-89476.7067253154,-873248.466464469
-89469.7281495067,-873261.394427565
-89462.7484176551,-873274.321816992
-89455.7675391162,-873287.248619497
-89448.8554813795,-873300.045477708
-89441.8724113433,-873312.971097986
-89434.9580262732,-873325.766891265
-89427.9728061678,-873338.691295828
-89420.9865009398,-873351.615096146
-89413.9991125284,-873364.538316834
-89407.010667855,-873377.460958887
-89400.0910861779,-873390.253906628
-89393.1705350896,-873403.046172199
-89386.1791373,-873415.967236292
-89379.1868378619,-873428.887845098
-89372.1937204028,-873441.808016203
-89365.1998619366,-873454.727770422
-89358.2053385756,-873467.647140013
-89351.2800661642,-873480.43722334
-89344.43108859,-873493.085106138
-89337.5165360303,-873505.85316071
-89330.5337761634,-873518.746462039
-89323.5508268251,-873531.639571272
-89316.5677994616,-873544.53256383
-89309.5847453038,-873557.425505363
-89302.671564339,-873570.18951932
-89295.7585270333,-873582.953589491
-89288.7759196452,-873595.846697387
-89281.7936834021,-873608.739978444
-89274.8119651964,-873621.633490618
-89267.8308993518,-873634.527313794
-89260.8506266347,-873647.421522802
-89253.9410234104,-873660.18721345
-89247.0325334307,-873672.953450323
-89240.0554391767,-873685.849203348
-89233.0796945796,-873698.74563565
-89226.1054578347,-873711.642828893
-89219.1328564115,-873724.540884026
-89212.1620583326,-873737.439865034
-89205.2628285933,-873750.210815502
-89198.3658092781,-873762.982896706
-89191.4013061869,-873775.885114453
-89184.4392098085,-873788.788600324
-89177.4796882322,-873801.693446845
-89170.522877746,-873814.599740753
-89163.5689440123,-873827.507560315
-89156.687412778,-873840.287848276
-89149.809223255,-873853.069937552
-89142.8647516445,-873865.982876597
-89135.9237717157,-873878.89770655
-89128.9864389377,-873891.81448407
-89122.052887865,-873904.733299557
-89115.1232708062,-873917.65422186
-89108.2668218759,-873930.448019322
-89101.4148149573,-873943.24418797
-89094.4977898477,-873956.17189086
-89087.6531350375,-873968.974649261
-89080.7385165553,-873981.919823701
-89073.8916141324,-873994.749215441
-89066.9798783039,-874007.712191883
-89060.1420630144,-874020.547978065
-89053.3094446574,-874033.387008456
-89046.4129241289,-874046.358302747
-89039.5217528582,-874059.332513084
-89032.6360616482,-874072.309697579
-89025.7559646958,-874085.289918438
-89018.8815706151,-874098.273236782
-89012.0814330953,-874111.129733558
-89005.2875035733,-874123.989588179
-88998.4307366268,-874136.982493761
-88991.5800978119,-874149.978760392
-88984.7357021854,-874162.978432311
-88977.8976801133,-874175.981604769
-88971.1341329327,-874188.858277413
-88964.3091308082,-874201.868639193
-88957.5593404115,-874214.752450346
-88950.7478625304,-874227.770195978
-88944.0145408007,-874240.656147424
-88937.2930154017,-874253.536842137
-88930.5160645779,-874266.541067916
-88923.8139143117,-874279.41907377
-88917.051814957,-874292.4313913
-88910.365140727,-874305.317825834
-88903.6184081068,-874318.338521684
-88896.8796049756,-874331.363541101
-88890.1488768273,-874344.39294674
-88883.4932261029,-874357.296298565
-88876.7789217564,-874370.33464634
-88870.0730785485,-874383.377587819
-88863.4430786748,-874396.294846782
-88856.7545146219,-874409.347139701
-88850.0748286708,-874422.404238839
-88843.4705217424,-874435.335407012
-88836.80893651,-874448.402270641
-88830.1566406711,-874461.474163835
-88823.5137663697,-874474.551127916
-88816.9470499709,-874487.502547785
-88810.3232860698,-874500.589738919
-88803.7750828273,-874513.550999667
-88797.1709579962,-874526.6485553
-88790.5768752208,-874539.751322722
-88783.9928512974,-874552.859294023
-88777.4848811507,-874565.841427349
-88770.9206968033,-874578.95956575
-88764.4315087704,-874591.951280438
-88757.8869189981,-874605.079380418
-88751.3521831307,-874618.212444128
-88744.8273079289,-874631.350481793
-88738.3777400351,-874644.362255676
-88731.8725198803,-874657.510258536
-88725.4417506081,-874670.531525395
-88718.9562358825,-874683.689420789
-88712.4807759268,-874696.852293778
-88706.0155954618,-874710.0202163
-88699.6257633537,-874723.061628521
-88693.2418816043,-874736.115663301
-88686.9283779549,-874749.051184394
-88680.4931568285,-874762.265006629
-88674.0687148195,-874775.483923523
-88667.6549920074,-874788.707862272
-88661.3162192401,-874801.804771509
-88654.9236282242,-874815.038507137
-88648.5416074285,-874828.277144241
-88642.233525102,-874841.387938027
-88635.8727624455,-874854.636252936
-88629.5227953671,-874867.88935261
-88623.2473385045,-874881.014738286
-88616.9187816646,-874894.277178465
-88610.6009198002,-874907.544180437
-88604.293701146,-874920.815612198
-88598.059614881,-874933.958569045
-88591.7734927528,-874947.238572854
-88585.5609609775,-874960.389777786
-88579.295489065,-874973.677773039
-88573.0400056142,-874986.969530125
-88566.794221883,-875000.264890031
-88560.6261176463,-875013.419294562
-88554.4714940307,-875026.567952921
-88548.3282682423,-875039.714880356
-88542.1318196621,-875052.997597869
-88536.0060372814,-875066.150375381
-88529.8278021557,-875079.439095685
-88523.6587472198,-875092.730778177
-88517.4989324382,-875106.025403691
-88511.3483704094,-875119.322966685
-88505.2687833243,-875132.490532566
-88499.1367526464,-875145.793899814
-88493.014123911,-875159.100130528
-88486.9010148718,-875172.40916006
-88480.7975135343,-875185.720983252
-88474.7036875853,-875199.035568273
-88468.6196140463,-875212.352956135
-88462.5453756297,-875225.673142582
-88456.5420239659,-875238.863020777
-88450.4876792121,-875252.188873684
-88444.4434942485,-875265.51757102
-88438.4095998459,-875278.849139081
-88432.3860971755,-875292.183581871
-88426.3731352982,-875305.520935367
-88420.3708482625,-875318.861220152
-88414.3793833627,-875332.204471473
-88408.3989371497,-875345.550692801
-88402.4297028124,-875358.899912385
-88396.5317717115,-875372.11867996
-88390.5853701922,-875385.473826686
-88384.650742854,-875398.831978745
-88378.7280307324,-875412.193136194
-88372.7587370144,-875425.691098171
-88366.8603707613,-875439.058371511
-88360.9743096086,-875452.428698915
-88355.1007098431,-875465.802118905
-88349.2397452306,-875479.17862044
-88343.3915661288,-875492.558198948
-88337.6131591341,-875505.809244091
-88331.7275489793,-875519.342107412
-88325.9657678017,-875532.621528385
-88320.159242252,-875546.039370987
-88314.3663652984,-875559.460426824
-88308.587321288,-875572.884751115
-88302.8222801951,-875586.312383254
-88297.0144329251,-875599.877909717
-88291.2781077135,-875613.312383936
-88285.5563164199,-875626.750415201
-88279.8492729719,-875640.192114668
-88274.157272934,-875653.637623001
-88268.3671586862,-875667.356096806
-88262.7062541999,-875680.809654849
-88257.0611693217,-875694.267356068
-88251.4322195767,-875707.729283799
-88245.7642527515,-875721.330255254
-88240.1684771518,-875734.800964857
-88234.5895146272,-875748.27617619
-88228.972782655,-875761.890755654
-88223.4284858571,-875775.37524519
-88217.9044760346,-875788.858587618
-88212.4038853264,-875802.337674544
-88206.9247939457,-875815.811139269
-88201.4644732246,-875829.289758508
-88196.0234041104,-875842.773695061
-88190.5486548218,-875856.398202537
-88185.0932045138,-875870.028090503
-88179.6603805196,-875883.664263085
-88174.302071574,-875897.171181607
-88168.9656193891,-875910.684139588
-88163.5454743023,-875924.473712864
-88158.2546819498,-875937.999207771
-88152.9872845941,-875951.531078809
-88147.6923555128,-875965.205097525
-88142.4736398176,-875978.750196025
-88137.176353642,-875992.5732127
-88132.0088933032,-876006.132251101
-88126.8677657226,-876019.698502261
-88121.6516433478,-876033.543645231
-88116.5656551517,-876047.124922347
-88111.4583531741,-876060.850073338
-88106.429385935,-876074.446868047
-88101.3298479681,-876088.323652162
-88096.3602050614,-876101.936274101
-88091.3723969581,-876115.693272412
-88086.4134287219,-876129.457727336
-88081.4879461994,-876143.230748588
-88076.6413589334,-876156.875034006
-88071.7301512824,-876170.800316347
-88066.947224572,-876184.460518566
-88062.1015373568,-876198.402031278
-88057.383365447,-876212.07811156
-88052.6520357629,-876225.899192837
-88047.9064207844,-876239.864921899
-88043.2868799465,-876253.564654274
-88038.6087692608,-876267.546257573
-88034.0556428316,-876281.261345156
-88029.5345134617,-876294.987303828
-88024.9541464721,-876309.005304112
-88020.5366171219,-876322.630855514
-88016.0206147005,-876336.677221682
-88011.5843951791,-876350.593598178
-88007.1802542304,-876364.516321264
-88002.812804923,-876378.446949551
-87998.4359915115,-876392.52227046
-87994.1380401189,-876406.466912176
-87989.8724522466,-876420.417824841
-87985.6439801766,-876434.376033553
-87981.407802386,-876448.478917381
-87977.2494334195,-876462.450260201
-87973.1235960678,-876476.427622182
-87969.0351720956,-876490.411602193
-87964.9406134266,-876504.540100538
-87960.922738893,-876518.536187825
-87956.8995691066,-876532.67671981
-87952.9124272287,-876546.823156615
-87949.0012454989,-876560.836624845
-87945.1230603784,-876574.855786582
-87941.2852176538,-876588.87332029
-87937.5246051998,-876602.74834024
-87933.72537926,-876616.895954291
-87930.0006537611,-876630.91030245
-87926.2742986947,-876645.068414657
-87922.5846333763,-876659.231642651
-87918.9317245824,-876673.399866056
-87915.3521497528,-876687.434160545
-87911.7725113813,-876701.611969679
-87908.2297601184,-876715.794446467
-87904.7239357791,-876729.981422153
-87901.2901004197,-876744.033804798
-87897.8577102062,-876758.229404942
-87894.4303662548,-876772.568542149
-87891.0721343461,-876786.772379047
-87887.7507532006,-876800.980170955
-87884.4994537393,-876815.052549998
-87881.2512385585,-876829.267802208
-87878.0396883043,-876843.486596777
-87874.8349412381,-876857.848387966
-87871.6966376763,-876872.073921604
-87868.5945182872,-876886.302630208
-87865.5282893906,-876900.534328202
-87862.4977062201,-876914.768892958
-87859.4744318767,-876929.14583606
-87856.5145009889,-876943.3856786
-87853.589305031,-876957.627924399
-87850.6715098996,-876972.012186827
-87847.8151329315,-876986.258864488
-87844.9924931068,-877000.507530489
-87842.177135056,-877014.897830741
-87839.4210407359,-877029.150085404
-87836.6973822302,-877043.403886833
-87833.9805474267,-877057.798883704
-87831.3206177317,-877072.055309713
-87828.6670495417,-877086.452662698
-87826.0930206104,-877100.572139883
-87823.498338997,-877114.984990841
-87820.9539899597,-877129.268770773
-87818.4166347788,-877143.696620172
-87815.931697686,-877157.984611122
-87813.4517649167,-877172.413151566
-87810.9981549777,-877186.841523969
-87808.574035268,-877201.270166327
-87806.1771609359,-877215.69866375
-87803.8291657497,-877229.986802259
-87801.4618380132,-877244.554797633
-87799.1658466958,-877258.842262827
-87796.8737176416,-877273.269273446
-87794.5840970831,-877287.835787856
-87792.3423169016,-877302.261484173
-87790.1455675821,-877316.546430123
-87787.9301245338,-877331.110633996
-87785.7607456462,-877345.533734403
-87783.6347982311,-877359.816047013
-87781.4906479697,-877374.37736189
-87779.3909671332,-877388.797250112
-87777.3146257738,-877403.21140064
-87775.2826609453,-877417.474724223
-87773.2523943123,-877431.863872906
-87771.2452598772,-877446.251301829
-87769.2395852114,-877460.776703961
-87767.2750874973,-877475.160544344
-87765.3118558071,-877489.682156954
-87763.3694575854,-877504.201700462
-87761.4665876473,-877518.579447841
-87759.5646072612,-877533.094596373
-87757.7011063656,-877547.46777489
-87755.8382795941,-877561.978084287
-87753.994669681,-877576.485839893
-87752.1880415808,-877590.851380199
-87750.3817584169,-877605.353721229
-87748.5938507683,-877619.853197819
-87746.8241293878,-877634.349693563
-87745.0897627559,-877648.703675507
-87743.3558083654,-877663.1940199
-87741.6396878449,-877677.681248804
-87739.9256424176,-877692.304444103
-87738.2452236367,-877706.785307477
-87736.599126786,-877721.123707747
-87734.9543130906,-877735.598319497
-87733.3274541035,-877750.069832611
-87731.7037410991,-877764.677252704
-87730.1129080901,-877779.142540803
-87728.5398981427,-877793.604759272
-87726.9845641317,-877808.063892653
-87725.4327209641,-877822.658823599
-87723.9126468162,-877837.111787461
-87722.410059071,-877851.561712098
-87720.9113619856,-877866.147456246
-87719.4440101209,-877880.591402506
-87717.9811548603,-877895.171187882
-87716.5496946671,-877909.609350755
-87715.1483431324,-877923.91759829
-87713.7514674279,-877938.371849784
-87712.3727451762,-877952.82856072
-87711.0003099044,-877967.421724726
-87709.6592746658,-877981.873185539
-87708.3251503912,-877996.461084257
-87707.0091660471,-878011.046354581
-87705.7138173772,-878025.629186216
-87704.4494225685,-878040.070704198
-87703.1931243148,-878054.648638541
-87701.9568215313,-878069.224192991
-87700.7394607129,-878083.797602959
-87699.5442272288,-878098.36857634
-87698.3806763,-878112.798719116
-87697.2166959672,-878127.504197865
-87696.0867732642,-878142.068649665
-87694.9891540397,-878156.492489786
-87693.8935634555,-878171.191636552
-87692.8324311496,-878185.749785571
-87691.8038028651,-878200.167512
-87690.7899175128,-878214.719783285
-87689.801157386,-878229.258561227
-87688.837929515,-878243.78367937
-87687.9077525354,-878258.167061694
-87686.9852035288,-878272.825022939
-87686.0979065739,-878287.342600235
-87685.2274445824,-878301.996425664
-87684.399099203,-878316.371692611
-87683.581096009,-878331.021226905
-87682.7978341372,-878345.530263455
-87682.0325714817,-878360.175256138
-87681.3013243878,-878374.679681186
-87680.5882042303,-878389.31994307
-87679.9009858471,-878403.957738203
-87679.251631187,-878418.316886303
-87678.6149245338,-878432.949594339
-87678.0032647919,-878447.579665999
-87677.4226191082,-878462.068951073
-87676.8600490925,-878476.693546434
-87676.3216415893,-878491.315313396
-87675.8125114502,-878505.7961696
-87675.3210582073,-878520.412076379
-87674.8524937441,-878535.024893883
-87674.4110255936,-878549.496600007
-87673.9862162799,-878564.102971973
-87673.5825256667,-878578.705998559
-87673.1993949791,-878593.30564045
-87672.8362901178,-878607.90182771
-87672.4964161903,-878622.356802103
-87672.1715253784,-878636.946069597
-87671.8628720593,-878651.66924783
-87671.5744642322,-878666.251294269
-87671.3034274891,-878680.829614045
-87671.0491965791,-878695.404121187
-87670.8111280046,-878709.974793288
-87670.5925370997,-878724.274794943
-87670.3843399789,-878738.855771069
-87670.190219588,-878753.441308171
-87670.0095094669,-878768.022950761
-87669.8414897813,-878782.600695781
-87669.6843905825,-878797.312018374
-87669.539662725,-878811.881881077
-87669.4054162838,-878826.447857789
-87669.2800588582,-878841.147296825
-87669.1646704432,-878855.705629344
-87669.0576656252,-878870.260238515
-87668.9577429038,-878884.948231207
-87668.8658220129,-878899.495273699
-87668.7807062614,-878914.038516174
-87668.7014167233,-878928.714847397
-87668.6278429164,-878943.387719476
-87668.5602931271,-878958.056351216
-87668.4997116685,-878972.17866441
-87668.4427308788,-878986.742925065
-87668.3901806776,-879001.441060844
-87668.3426154707,-879015.998363295
-87668.2994503393,-879030.677725419
-87668.2616052414,-879045.069661354
-87668.2275692912,-879059.727539362
-87668.1982314881,-879074.245108531
-87668.1733648827,-879088.896406624
-87668.1528350182,-879103.544647835
-87668.137205581,-879118.189734066
-87668.1261491559,-879132.831743103
-87668.1193504866,-879147.471030876
-87668.1173738433,-879162.107062474
-87668.1196898335,-879176.603627568
-87668.1264387943,-879191.370906929
-87668.1372493056,-879205.862071603
-87668.1523719182,-879220.487064035
-87668.1715775009,-879235.246513417
-87668.1943385603,-879249.730218287
-87668.2215153266,-879264.484805278
-87668.2520633434,-879278.67413155
-87668.2869266645,-879293.24811406
-87668.3262293703,-879307.819854687
-87668.369799503,-879322.389580256
-87668.4173650194,-879336.957519486
-87668.4694237439,-879351.523515643
-87668.5260688687,-879366.223921141
-87668.5856614674,-879380.650449769
-87668.6503583681,-879395.347530278
-87668.719027762,-879410.043005347
-87668.7902154666,-879424.464862986
-87668.8665126004,-879439.157390623
-87668.9458723236,-879453.71251377
-87669.0284588066,-879468.266468433
-87669.1146558733,-879482.819167647
-87669.2048092532,-879497.506822044
-87669.2961129835,-879511.921783842
-87669.3915788586,-879526.484642006
-87669.4896686806,-879541.057188947
-87669.5904600956,-879555.631429735
-87669.6933416042,-879570.204523617
-87669.7991426764,-879584.913138824
-87669.905455833,-879599.484876558
-87670.0137312738,-879614.192154878
-87670.1215851309,-879628.762954149
-87670.2297048723,-879643.333859354
-87670.3387030681,-879658.041052472
-87670.4463612105,-879672.612403098
-87670.5534116424,-879687.184234614
-87670.6607324218,-879701.892806592
-87670.7661913035,-879716.465848247
-87670.8704816664,-879731.039479075
-87670.9745273018,-879745.750119284
-87671.0762506573,-879760.325504346
-87671.1773146506,-879775.038012076
-87671.2757384357,-879789.615219978
-87671.3725488695,-879804.193881616
-87671.4673083123,-879818.769630864
-87671.5589134393,-879833.200617744
-87671.6491232867,-879847.757439333
-87671.7374939974,-879862.45229717
-87671.8231309028,-879877.149334427
-87671.90443568,-879891.576564789
-87671.9844705354,-879906.278585848
-87672.0610492548,-879920.846976292
-87672.1352971969,-879935.554185398
-87672.2054769058,-879950.127945469
-87672.2722421432,-879964.704263546
-87672.3354527334,-879979.419747558
-87672.3931877399,-879993.865662484
-87672.4470534533,-880008.450871623
-87672.4965431942,-880023.175860522
-87672.5404354806,-880037.631669779
-87672.5802667749,-880052.363964362
-87672.6149066806,-880066.963561552
-87672.6440213852,-880081.567422854
-87672.6680945499,-880096.175195306
-87672.6865112131,-880110.787325277
-87672.6986726249,-880125.404248482
-87672.7051459272,-880140.025499421
-87672.7053102877,-880154.651484499
-87672.6984354049,-880169.282600919
-87672.685000535,-880183.918282772
-87672.6641896686,-880198.42218381
-87672.6355983008,-880213.067677462
-87672.5987459147,-880227.718141424
-87672.5527711002,-880242.373946913
-87672.4985392186,-880257.034482039
-87672.4356837788,-880271.563183951
-87672.3633149574,-880286.233878526
-87672.2819048475,-880300.772715119
-87672.1913957049,-880315.322541407
-87672.0913806547,-880329.750385905
-87671.9789745673,-880344.468206065
-87671.8568311033,-880359.054043814
-87671.7241511833,-880373.645070902
-87671.5798506426,-880388.378690977
-87671.4258891725,-880402.980136623
-87671.2613099892,-880417.586757618
-87671.0847365798,-880432.336180994
-87670.8986595191,-880446.953195165
-87670.7016739959,-880461.575357023
-87670.4920025888,-880476.340517911
-87670.2728561561,-880490.973036241
-87670.0452696446,-880505.47248752
