X,Y
-111570.660883272,-880845.680309434
-111556.578867681,-880850.200024883
-111542.656074737,-880854.669917166
-111528.724521086,-880859.143893456
-111514.951812962,-880863.568096477
-111501.002779769,-880868.050023532
-111487.044921145,-880872.535877302
-111473.24615342,-880876.971665281
-111459.270649431,-880881.465215517
-111445.286223625,-880885.962600367
-111431.461069495,-880890.409714805
-111417.458748015,-880894.914682283
-111403.615804501,-880899.369265711
-111389.59536115,-880903.881769687
-111375.734423127,-880908.343770373
-111361.864459769,-880912.809442678
-111347.986262131,-880917.278461483
-111334.0981748,-880921.751495368
-111320.03184717,-880926.282712253
-111306.12542285,-880930.763232114
-111292.380019707,-880935.192628964
-111278.455410792,-880939.680571054
-111264.352066882,-880944.226855866
-111250.579521916,-880948.667203661
-111236.627447112,-880953.16613221
-111222.836950087,-880957.61354926
-111208.866719055,-880962.119519416
-111195.058304361,-880966.57376241
-111181.069946066,-880971.086492467
-111167.24361741,-880975.547245269
-111153.23712678,-880980.066366316
-111139.392908211,-880984.53320627
-111125.539820196,-880989.002878951
-111111.506288019,-880993.530593654
-111097.635385102,-880998.005528034
-111083.755598301,-881002.482874601
-111069.694969821,-881007.017906903
-111055.797201085,-881011.49967377
-111041.890418402,-881015.983401931
-111028.146052324,-881020.413550925
-111014.048831756,-881024.956010093
-111000.114692222,-881029.444365366
-110986.343081875,-881033.87846773
-110972.390473409,-881038.368893861
-110958.428482594,-881042.860073822
-110944.629135639,-881047.296394725
-110930.648257141,-881051.788544433
-110916.830152416,-881056.225460786
-110902.830203157,-881060.717902793
-110888.993189159,-881065.15480259
-110874.97403892,-881069.646973523
-110861.118030877,-881074.08333971
-110847.079621409,-881078.574736956
-110833.204549485,-881083.010138265
-110819.146802775,-881087.500406269
-110805.42679084,-881091.879154516
-110791.523243158,-881096.312564302
-110777.436741452,-881100.800619439
-110763.514308685,-881105.23235722
-110749.757256603,-881109.607845156
-110735.816533218,-881114.037717676
-110721.692728726,-881118.522002133
-110707.733897693,-881122.949847675
-110693.941293445,-881127.321386211
-110679.965071625,-881131.747181237
-110665.980300984,-881136.171942764
-110652.1624735,-881140.540439082
-110638.161107874,-881144.963204355
-110624.327115796,-881149.329797336
-110610.309652007,-881153.750731821
-110596.284259292,-881158.170836471
-110582.426871157,-881162.53494191
-110568.386056961,-881166.953518163
-110554.513638784,-881171.316224076
-110540.457844533,-881175.733498191
-110526.570848855,-881180.095000043
-110512.676751285,-881184.455986151
-110498.775041919,-881188.816453442
-110484.867076109,-881193.176552856
-110470.775813071,-881197.591447803
-110456.854209008,-881201.950843813
-110443.101979069,-881206.254760605
-110428.99043769,-881210.668772243
-110415.049001133,-881215.027384668
-110400.92416456,-881219.440936405
-110387.146065488,-881223.743965526
-110373.185250678,-881228.101981111
-110359.218033967,-881232.459840583
-110345.243893044,-881236.817527002
-110331.264006196,-881241.175070476
-110317.454634239,-881245.477283353
-110303.462283908,-881249.834496682
-110289.463159164,-881254.19149721
-110275.458426679,-881258.548314252
-110261.624661703,-881262.849773779
-110247.607763123,-881267.206166912
-110233.762052206,-881271.507182408
-110219.733086239,-881275.863124793
-110205.697534266,-881280.218787617
-110191.6565139,-881284.574208823
-110177.787078056,-881288.87420091
-110163.734162857,-881293.229024512
-110149.853014361,-881297.52838207
-110135.966076938,-881301.827400311
-110121.895486293,-881306.181187499
-110107.996938766,-881310.47949143
-110094.092679335,-881314.777425802
-110080.004593269,-881319.130102355
-110066.088849418,-881323.427294087
-110052.167442202,-881327.724108037
-110038.062062311,-881332.075630677
-110024.129289279,-881336.371670077
-110010.190911258,-881340.667296357
-109996.246915713,-881344.962519477
-109982.297332209,-881349.257338873
-109968.342692358,-881353.551787374
-109954.381975008,-881357.845774726
-109940.415703218,-881362.139336314
-109926.44392422,-881366.432455461
-109912.466610312,-881370.725131374
-109898.483811168,-881375.017362101
-109884.675141041,-881379.254160014
-109870.502250438,-881383.60056806
-109856.503020568,-881387.891518193
-109842.498354867,-881392.182068833
-109828.48825534,-881396.472226843
-109814.652731162,-881400.707037871
-109800.63190576,-881404.996461654
-109786.605716117,-881409.285532705
-109772.754351357,-881413.519297296
-109758.717563159,-881417.807708912
-109744.675477186,-881422.095820048
-109730.808498453,-881426.328694547
-109716.755981342,-881430.616281114
-109702.698278789,-881434.903648209
-109688.996074566,-881439.080889602
-109674.928236879,-881443.367883427
-109660.85530217,-881447.654749376
-109646.958070759,-881451.886554082
-109632.875096075,-881456.173252209
-109618.967991766,-881460.404964897
-109604.875092466,-881464.691642549
-109591.138791353,-881468.868440192
-109577.036148271,-881473.155222529
-109562.928607645,-881477.44209831
-109548.997381528,-881481.674124472
-109534.880202146,-881485.961259818
-109521.120384695,-881490.138637947
-109506.993756041,-881494.426143389
-109493.043799512,-881498.65889685
-109479.089251535,-881502.891901907
-109465.129707258,-881507.125216887
-109451.166038238,-881511.358807971
-109437.016186765,-881515.647724322
-109423.224710365,-881519.827008278
-109409.065744778,-881524.116642595
-109395.083996889,-881528.351650269
-109381.279214392,-881532.5320758
-109367.106621558,-881536.82294617
-109353.293026306,-881541.004238847
-109339.293470365,-881545.241011851
-109325.10737939,-881549.533410067
-109311.280708702,-881553.716384078
-109297.268011915,-881557.955132306
-109283.250615496,-881562.194862158
-109269.229401257,-881566.435599982
-109255.38600165,-881570.62256291
-109241.356590586,-881574.86606594
-109227.322794135,-881579.111479579
-109213.285481248,-881583.358808883
-109199.426567607,-881587.553399555
-109185.381829319,-881591.80576064
-109171.333184948,-881596.061467922
-109157.281440119,-881600.320360912
-109143.408785337,-881604.527922173
-109129.533052386,-881608.739722852
-109115.47186443,-881613.01147411
-109101.407526923,-881617.28901013
-109087.340729239,-881621.571778538
-109073.453968897,-881625.805366008
-109059.564864197,-881630.045564085
-109045.490860395,-881634.348429398
-109031.597499996,-881638.603394452
-109017.702245654,-881642.866421974
-109003.62245847,-881647.193782028
-108989.723834858,-881651.474363952
-108975.823736389,-881655.764303456
-108961.739424671,-881660.12014115
-108947.836745814,-881664.430058587
-108933.749959125,-881668.807865335
-108919.845149607,-881673.139153423
-108905.756507272,-881677.538143489
-108891.849953309,-881681.89191713
-108877.942652091,-881686.257232606
-108864.217696028,-881690.576052804
-108850.126132782,-881695.022123385
-108836.216997791,-881699.423195
-108822.307383362,-881703.836494403
-108808.397343483,-881708.262115319
-108794.486898388,-881712.700166063
-108780.57611309,-881717.150709932
-108766.665007532,-881721.613803915
-108752.570573289,-881726.147865696
-108738.658908307,-881730.636353326
-108724.747007375,-881735.137477811
-108711.017947225,-881739.591163214
-108697.105641655,-881744.117381793
-108683.193169254,-881748.65618248
-108669.280537883,-881753.207538782
-108655.367764557,-881757.771408613
-108641.454855623,-881762.347740893
-108627.72489164,-881766.875419985
-108613.81172892,-881771.476307824
-108599.898435191,-881776.08944155
-108585.985022796,-881780.714738825
-108572.254573722,-881785.290448639
-108558.340922522,-881789.93965796
-108544.427164545,-881794.600762907
-108530.513296826,-881799.273662334
-108516.782396013,-881803.89600316
-108502.868308281,-881808.592083641
-108488.954125316,-881813.299687149
-108475.039836354,-881818.018723653
-108461.308536286,-881822.686248928
-108447.577144784,-881827.365778675
-108433.662587347,-881832.118223754
-108419.931034053,-881836.818437068
-108406.016298047,-881841.592711894
-108392.101446201,-881846.37783241
-108378.369568779,-881851.110017138
-108364.454468585,-881855.916372719
-108350.905428328,-881860.606349972
-108336.990050467,-881865.433365594
-108323.074508114,-881870.270693242
-108309.341915363,-881875.05388177
-108295.426031947,-881879.911359738
-108281.876180412,-881884.650598249
-108267.959912131,-881889.527671377
-108254.22656665,-881894.349697121
-108240.309861791,-881899.246087855
-108226.576005893,-881904.087873248
-108212.841928017,-881908.93796069
-108198.924421365,-881913.862438979
-108185.372878235,-881918.666162768
-108171.454759605,-881923.608678895
-108157.719442562,-881928.49452848
-108143.983735356,-881933.38983154
-108130.247658504,-881938.292815668
-108116.328011481,-881943.270151049
-108102.77424569,-881948.124674627
-108088.853716855,-881953.118681076
-108075.115896301,-881958.054708662
-108061.560741029,-881962.933113891
-108047.638719914,-881967.951320888
-108033.899360012,-881972.910944946
-108020.159386155,-881977.878976537
-108006.418883833,-881982.853863702
-107992.677710989,-881987.836952559
-107978.935962008,-881992.826726652
-107965.37675599,-881997.757478004
-107951.450399404,-882002.828801141
-107937.706631125,-882007.840236599
-107923.962091487,-882012.859404309
-107910.216908005,-882017.884879448
-107896.654233639,-882022.85046549
-107882.724240099,-882027.957218944
-107869.160067852,-882032.936304847
-107855.411873548,-882037.989069557
-107841.662838275,-882043.049188664
-107827.913081946,-882048.115339547
-107814.345843259,-882053.120747922
-107800.411108975,-882058.268105533
-107786.842303636,-882063.286457289
-107773.089387644,-882068.37877862
-107759.519023171,-882073.409856038
-107745.764445864,-882078.515635235
-107732.009148282,-882083.627206864
-107718.436432814,-882088.677185617
-107704.679549282,-882093.801410298
-107690.92179497,-882098.93257338
-107677.163341015,-882104.069411806
-107663.587497989,-882109.1442042
-107650.01086243,-882114.225070053
-107636.066446969,-882119.449552441
-107622.488141128,-882124.542651724
-107608.909005717,-882129.641733379
-107595.145551166,-882134.81549989
-107581.564730251,-882139.92652521
-107567.799506486,-882145.112894026
-107554.03353107,-882150.304662127
-107540.450283036,-882155.43330509
-107526.86628349,-882160.567681176
-107513.098022803,-882165.776965092
-107499.512589512,-882170.922759026
-107485.926462725,-882176.074161231
-107471.972447794,-882181.370577983
-107458.384982799,-882186.533208694
-107444.796878332,-882191.701314724
-107431.208154203,-882196.87485304
-107417.435207763,-882202.12353407
-107403.845278355,-882207.307863502
-107390.254760486,-882212.497492938
-107376.663668327,-882217.692382262
-107362.704690006,-882223.033101599
-107349.112522944,-882228.238517071
-107335.51985858,-882233.449065169
-107321.926737093,-882238.664695768
-107308.333172959,-882243.885372237
-107294.55550001,-882249.181459768
-107280.961102643,-882254.41216954
-107267.366299482,-882259.647803875
-107253.771085685,-882264.888332865
-107240.175429751,-882270.13371478
-107226.579322495,-882275.383906252
-107212.799023416,-882280.70968419
-107199.20194015,-882285.969443084
-107185.604350418,-882291.233891748
-107172.006245452,-882296.502980942
-107158.407610377,-882301.776663955
-107144.808429411,-882307.054892462
-107131.208692749,-882312.337616728
-107117.424625682,-882317.696047626
-107103.823733345,-882322.987668212
-107090.222243087,-882328.283609981
-107076.620133912,-882333.58381786
-107063.017398546,-882338.888240055
-107049.414026286,-882344.196831293
-107035.810011607,-882349.509558371
-107022.205338859,-882354.826413713
-107008.600039721,-882360.147379928
-106994.994102192,-882365.472479738
-106981.387538346,-882370.801748917
-106967.596509207,-882376.207135713
-106953.988742373,-882381.544947863
-106940.38043062,-882386.88710849
-106926.771601538,-882392.233716205
-106913.162308143,-882397.584869287
-106899.552605722,-882402.940696137
-106885.942545475,-882408.301327244
-106872.51613006,-882413.594126969
-106858.905532656,-882418.964738006
-106845.294757916,-882424.340630198
-106831.683897148,-882429.721956555
-106818.073013873,-882435.108920716
-106804.462191375,-882440.501721148
-106790.851524102,-882445.900566667
-106777.241105153,-882451.30565385
-106763.814927969,-882456.643683337
-106750.205262389,-882462.061763342
-106736.59609877,-882467.486682373
-106722.987528858,-882472.918618826
-106709.379619647,-882478.357751597
-106695.772450386,-882483.804229522
-106682.349999954,-882489.184828578
-106668.928301343,-882494.572101314
-106655.323733778,-882500.041252461
-106641.720172362,-882505.518260564
-106628.117652982,-882511.00323772
-106614.516235259,-882516.496261513
-106601.099681047,-882521.922609397
-106587.500578503,-882527.431824624
-106573.902702972,-882532.949281065
-106560.306060378,-882538.475032288
-106546.710706982,-882544.009101465
-106533.300289983,-882549.476149077
-106519.891289086,-882554.952153153
-106506.299866935,-882560.511058468
-106492.709784198,-882566.078334931
-106479.304598745,-882571.578163938
-106465.717202531,-882577.162053265
-106452.131157351,-882582.75428206
-106438.54646488,-882588.354832981
-106425.330221041,-882593.811967972
-106411.748188064,-882599.428822597
-106398.167500505,-882605.053864155
-106384.588142166,-882610.687049937
-106371.193506977,-882616.251634551
-106357.616749579,-882621.900814973
-106344.224791694,-882627.481842614
-106330.650581702,-882633.146767284
-106317.260978838,-882638.742425218
-106303.689236476,-882644.422832295
-106290.118712976,-882650.110904232
-106276.916119568,-882655.652531796
-106263.34794839,-882661.355513186
-106249.780930905,-882667.06593616
-106236.39830999,-882672.706058062
-106222.833524316,-882678.431048163
-106209.453169873,-882684.086087242
-106196.073743841,-882689.747376458
-106182.512126151,-882695.493580757
-106168.951540234,-882701.246741905
-106155.758419664,-882706.851018244
-106142.199773145,-882712.617673812
-106128.642069674,-882718.391051227
-106115.2684249,-882724.092600489
-106101.895730918,-882729.801188726
-106088.340665572,-882735.594098833
-106074.969534854,-882741.314716105
-106061.599244916,-882747.042129082
-106048.22963296,-882752.775028669
-106034.677648787,-882758.592914372
-106021.126373292,-882764.416908303
-106007.94200086,-882770.089282348
-105994.392025116,-882775.925101172
-105981.025738271,-882781.68752874
-105967.660080393,-882787.456163663
-105954.11186277,-882793.309224391
-105940.747237264,-882799.088455711
-105927.38316483,-882804.873662454
-105914.019541406,-882810.663688576
-105900.473354191,-882816.538699848
-105887.110677535,-882822.339834391
-105873.748373248,-882828.145624678
-105860.20344766,-882834.036420472
-105847.024972583,-882839.772996468
-105833.480792549,-882845.673991396
-105820.11997576,-882851.499992801
-105806.759508463,-882857.331390961
-105793.3993179,-882863.167171603
-105779.856438139,-882869.088047815
-105766.496870825,-882874.933948078
-105753.137538765,-882880.784101527
-105739.778489977,-882886.639405966
-105726.419645205,-882892.498888624
-105712.878051037,-882898.443568635
-105699.702657149,-882904.232083752
-105686.161476571,-882910.185979632
-105672.986453205,-882915.98339013
-105659.44565072,-882921.946351443
-105646.087988281,-882927.832962784
-105632.730488999,-882933.724404436
-105619.373105729,-882939.619787798
-105606.015870922,-882945.519948743
-105592.658757285,-882951.424004048
-105579.301773396,-882957.332781219
-105565.944895443,-882963.245406082
-105552.405165291,-882969.243569848
-105539.231477613,-882975.083790249
-105525.874914494,-882981.009078084
-105512.518456096,-882986.938950039
-105499.162068466,-882992.872551722
-105485.805764312,-882998.810687438
-105472.449512256,-883004.752510809
-105459.093320463,-883010.698818216
-105445.73716199,-883016.648772119
-105432.381046034,-883022.603165007
-105419.024951984,-883028.561167676
-105405.851844217,-883034.441655718
-105392.312837713,-883040.489492959
-105379.139755774,-883046.377745403
-105365.600748439,-883052.433515899
-105352.427659479,-883058.329435882
-105339.071596744,-883064.310858117
-105325.715510702,-883070.296452137
-105312.359389576,-883076.285432649
-105299.003224062,-883082.278503458
-105285.647017225,-883088.274873986
-105272.473703729,-883094.192837978
-105258.934377506,-883100.278815187
-105245.760873107,-883106.203793615
-105232.221323193,-883112.296892539
-105219.047576468,-883118.228711792
-105205.690724443,-883124.246127896
-105192.333706072,-883130.267237443
-105178.976540252,-883136.291323394
-105165.802159316,-883142.236247467
-105152.444599169,-883148.267090832
-105139.086866429,-883154.300794092
-105125.728907687,-883160.337932601
-105112.370748597,-883166.377873516
-105099.195351406,-883172.338236108
-105085.653736039,-883178.467259289
-105072.477863394,-883184.433619108
-105059.301763378,-883190.402898909
-105045.759409112,-883196.541024175
-105032.582809846,-883202.516183159
-105019.222971652,-883208.577112235
-105006.04587866,-883214.558038997
-104992.685489707,-883220.625102625
-104979.324874031,-883226.694808561
-104966.147021308,-883232.684382206
-104952.602859416,-883238.843292602
-104939.424506622,-883244.838628483
-104926.24591332,-883250.836813458
-104912.70100592,-883257.004577779
-104899.521947245,-883263.008527622
-104886.342657252,-883269.015327927
-104872.980100171,-883275.108329324
-104859.617285317,-883281.204559435
-104846.437294579,-883287.220005016
-104833.074009342,-883293.321763961
-104819.710448323,-883299.426729487
-104806.346652703,-883305.53431277
-104793.16564811,-883311.561208525
-104779.984397643,-883317.590891841
-104766.436722784,-883323.790961937
-104753.254924245,-883329.826259273
-104740.072851832,-883335.864295257
-104726.8904823,-883341.905051972
-104713.341609643,-883348.116412118
-104700.158605675,-883354.162594099
-104686.975264076,-883360.211406415
