X,Y
-117358.905575611,-920945.469343776
-117345.698874246,-920941.895842999
-117332.49625438,-920938.319239125
-117319.29205493,-920934.742664267
-117306.092327478,-920931.165686285
-117292.894405516,-920927.578513232
-117279.699596334,-920923.989063566
-117266.508217803,-920920.398999018
-117253.318803703,-920916.808509361
-117240.129330974,-920913.207981184
-117226.943558831,-920909.605539846
-117213.7581803,-920906.00285727
-117200.574732323,-920902.388967438
-117187.392846075,-920898.785262211
-117174.217249588,-920895.170071397
-117161.042321611,-920891.554198038
-117147.866200996,-920887.938308437
-117134.694647247,-920884.320905782
-117121.521126296,-920880.694149758
-117108.355532753,-920877.075641734
-117095.187147315,-920873.44822773
-117082.024259312,-920869.828288132
-117068.860537647,-920866.198625194
-117055.698525611,-920862.566761601
-117042.537736123,-920858.927605972
-117029.378043997,-920855.296910352
-117016.222152458,-920851.665560034
-117003.068728037,-920848.031100189
-116989.913271536,-920844.391095785
-116976.765662255,-920840.755489897
-116963.617527019,-920837.114481675
-116950.469901064,-920833.477856653
-116937.324685463,-920829.836511993
-116924.181497289,-920826.198739566
-116911.04005286,-920822.557206124
-116897.902147592,-920818.922024579
-116884.764998781,-920815.28657872
-116871.629622553,-920811.650732829
-116858.496459719,-920808.014609042
-116845.365216412,-920804.378126131
-116832.234451516,-920800.741182894
-116819.105238922,-920797.109102359
-116805.979328044,-920793.48236597
-116792.854213486,-920789.849966458
-116779.730811513,-920786.223162682
-116766.608348671,-920782.600669517
-116753.487318229,-920778.972635632
-116740.369376,-920775.350371039
-116727.25275371,-920771.732832454
-116714.138865058,-920768.121413074
-116701.026696883,-920764.506994133
-116687.915642726,-920760.895090002
-116674.80413208,-920757.287144217
-116661.697383825,-920753.671243097
-116648.592475395,-920750.0587268
-116635.486137424,-920746.449611165
-116622.385314964,-920742.839633683
-116609.28691433,-920739.229178071
-116596.190603529,-920735.618586336
-116583.096638142,-920732.015897171
-116570.004711511,-920728.406509819
-116556.915948282,-920724.794154892
-116543.8279416,-920721.181529128
-116530.746343957,-920717.568258229
-116517.665058856,-920713.964006119
-116504.585326118,-920710.351296092
-116491.508865883,-920706.736532578
-116478.435840526,-920703.121161873
-116465.36566956,-920699.505628249
-116452.297966282,-920695.889274353
-116439.233620527,-920692.272292281
-116426.171149502,-920688.654909525
-116413.112109758,-920685.036926485
-116400.0596308,-920681.418371394
-116387.006022147,-920677.788576487
-116373.954050566,-920674.168613386
-116360.905856888,-920670.538170802
-116347.862245841,-920666.915534352
-116334.820125454,-920663.274682357
-116321.778687525,-920659.651975946
-116308.741329649,-920656.018728749
-116295.709752764,-920652.384584232
-116282.679054196,-920648.748356374
-116269.652893184,-920645.104412291
-116256.630231748,-920641.466396073
-116243.610192866,-920637.82138648
-116230.59397899,-920634.181844676
-116217.578790348,-920630.530755512
-116204.568157664,-920626.873742007
-116191.562142945,-920623.220688638
-116178.555108083,-920619.562964416
-116165.556171731,-920615.904760214
-116152.559569496,-920612.234723903
-116139.567086234,-920608.571564853
-116126.57652167,-920604.899524724
-116113.590243266,-920601.216947933
-116100.607693044,-920597.536125393
-116087.629432217,-920593.852741172
-116074.655931924,-920590.170308609
-116061.684633801,-920586.475849439
-116048.716908562,-920582.774641587
-116035.75341831,-920579.072733759
-116022.793894738,-920575.37036544
-116009.838800453,-920571.66148721
-115996.887623954,-920567.940401428
-115983.940916464,-920564.219541017
-115970.998199317,-920560.496679265
-115958.057156167,-920556.76233766
-115945.121886712,-920553.02909092
-115932.190324563,-920549.292614928
-115919.263256397,-920545.544047456
-115906.339719627,-920541.798065082
-115893.419958024,-920538.040707455
-115880.503263159,-920534.282860386
-115867.589817933,-920530.520019353
-115854.682238789,-920526.752937288
-115841.775591186,-920522.977368592
-115828.874352481,-920519.198300922
-115815.980618468,-920515.417908926
-115803.087408404,-920511.637196437
-115790.196764575,-920507.847048045
-115777.308504415,-920504.045094957
-115764.426765647,-920500.249775073
-115751.548498754,-920496.445919311
-115738.673586882,-920492.639759454
-115725.805207549,-920488.822734795
-115712.937753548,-920485.004144576
-115700.075809785,-920481.185074786
-115687.216861617,-920477.354691595
-115674.361287755,-920473.522949172
-115661.51073662,-920469.69041149
-115648.6621563,-920465.857375552
-115635.822976285,-920462.01241798
-115622.983124646,-920458.166502816
-115610.147066266,-920454.309175732
-115597.316093944,-920450.451038968
-115584.489918706,-920446.591233353
-115571.665079639,-920442.721223316
-115558.842078429,-920438.850433476
-115546.027907794,-920434.976885578
-115533.214802785,-920431.0933694
-115520.406461407,-920427.207293979
-115507.601668373,-920423.31159778
-115494.801837084,-920419.414764343
-115482.004916982,-920415.514979943
-115469.213449878,-920411.605621444
-115456.423226747,-920407.693249071
-115443.637543276,-920403.771984452
-115430.856695736,-920399.849634915
-115418.081738299,-920395.923041506
-115405.309865773,-920391.988085921
-115392.540202799,-920388.049111117
-115379.775066692,-920384.102096756
-115367.01544985,-920380.149867827
-115354.258922411,-920376.194310102
-115341.506137226,-920372.240526042
-115328.757848039,-920368.274847128
-115316.013788515,-920364.302040035
-115303.272253439,-920360.328518761
-115290.534540521,-920356.349137314
-115277.800252662,-920352.363221976
-115265.069952251,-920348.376863032
-115252.340731058,-920344.384425203
-115239.616446816,-920340.3856193
-115226.896995029,-920336.386049859
-115214.180394287,-920332.379628723
-115201.46776176,-920328.374487442
-115188.756480491,-920324.366878392
-115176.049080736,-920320.353999515
-115163.344471813,-920316.333537178
-115150.641130109,-920312.308665028
-115137.942425671,-920308.283350873
-115125.248463474,-920304.2571237
-115112.554743194,-920300.230580585
-115099.863174802,-920296.195598279
-115087.177324864,-920292.16477459
-115074.492973076,-920288.128522994
-115061.811673338,-920284.088730705
-115049.132682559,-920280.048386382
-115036.454181616,-920276.00782796
-115023.779789304,-920271.966588551
-115011.108596276,-920267.925153841
-114998.440145698,-920263.873435252
-114985.773375773,-920259.829287528
-114973.108613951,-920255.77636001
-114960.44687609,-920251.731639738
-114947.78669493,-920247.677837627
-114935.12432629,-920243.622867124
-114922.468101967,-920239.566934764
-114909.815254429,-920235.521227872
-114897.162856444,-920231.464678706
-114884.511594411,-920227.408086128
-114871.861240602,-920223.351164041
-114859.215371171,-920219.303758469
-114846.567189496,-920215.245876273
-114833.925194302,-920211.187111095
-114821.282316703,-920207.129576887
-114808.640376917,-920203.080299599
-114795.999650532,-920199.02236172
-114783.364006412,-920194.971610658
-114770.726341871,-920190.91341819
-114758.09115546,-920186.864327067
-114745.458307072,-920182.814440042
-114732.826547017,-920178.764265913
-114720.195079476,-920174.716499336
-114707.568377008,-920170.676642623
-114694.940686129,-920166.633983388
-114682.311777165,-920162.585982867
-114669.684898854,-920158.548929861
-114657.059790842,-920154.515758776
-114644.435210009,-920150.478618167
-114631.812482677,-920146.448659105
-114619.189279714,-920142.422415032
-114606.568222771,-920138.398536947
-114593.946026811,-920134.372229893
-114581.323591565,-920130.352661028
-114568.704661321,-920126.337417259
-114556.086370548,-920122.322979283
-114543.465802968,-920118.307747001
-114530.846628698,-920114.298128861
-114518.231442795,-920110.288075335
-114505.616240114,-920106.283636217
-114493.001414,-920102.284167261
-114480.38672139,-920098.278382997
-114467.774017875,-920094.279835446
-114455.162155339,-920090.284431303
-114442.549943799,-920086.284178063
-114429.940161149,-920082.283306155
-114417.331742907,-920078.2821037
-114404.724333153,-920074.287876196
-114392.120369092,-920070.29725986
-114379.51407033,-920066.298980691
-114366.911686143,-920062.304222505
-114354.309437473,-920058.312630177
-114341.707580926,-920054.320830693
-114329.107009978,-920050.329036034
-114316.509825408,-920046.336446431
-114303.911121862,-920042.343790318
-114291.311612463,-920038.360006257
-114278.713727913,-920034.368976179
-114266.115540026,-920030.38544556
-114253.517878569,-920026.403255508
-114240.923274914,-920022.420467465
-114228.327553869,-920018.447525666
-114215.730487661,-920014.465838236
-114203.13681066,-920010.503323102
-114190.541379868,-920006.531940462
-114177.942816044,-920002.56002185
-114165.348699244,-919998.5982035
-114152.756154057,-919994.64730609
-114140.158587605,-919990.686408158
-114127.564906912,-919986.724791896
-114114.96974578,-919982.774547993
-114102.378701594,-919978.833497976
-114089.782105828,-919974.883523423
-114077.187709822,-919970.942579555
-114064.592963669,-919966.99240264
-114051.999501834,-919963.053254309
-114039.405495836,-919959.122018807
-114026.809432188,-919955.183320968
-114014.215851678,-919951.253730211
-114001.623965834,-919947.323438915
-113989.030872897,-919943.39313101
-113964.667002782,-919935.789265942
-113951.866439953,-919931.79572886
-113939.066484282,-919927.807737097
-113926.264877232,-919923.814416147
-113913.466518825,-919919.825157975
-113900.665837551,-919915.832280878
-113887.868358684,-919911.846397353
-113875.072832132,-919907.859854858
-113862.275809428,-919903.868289904
-113849.479479015,-919899.88098299
-113836.683795583,-919895.893973538
-113823.887581833,-919891.901856238
-113811.093599848,-919887.914310208
-113798.299127043,-919883.926658046
-113785.505594584,-919879.938725463
-113772.716288144,-919875.950401602
-113759.925470123,-919871.961937353
-113747.134734321,-919867.973174968
-113734.347126777,-919863.983868403
-113721.556398308,-919859.994784477
-113708.767021118,-919856.005727091
-113695.978801925,-919852.016068499
-113683.193776093,-919848.025791638
-113670.409206934,-919844.035299628
-113657.624772291,-919840.044629115
-113644.836844595,-919836.04366917
-113632.052650892,-919832.052646906
-113619.268409386,-919828.061465033
-113606.483249505,-919824.070243156
-113593.700759212,-919820.07674082
-113580.91674236,-919816.076278587
-113568.133550544,-919812.084324385
-113555.351763395,-919808.092035641
-113542.570190922,-919804.096218458
-113529.789162355,-919800.096023385
-113517.008971649,-919796.10332558
-113504.229348778,-919792.110126651
-113491.449131314,-919788.116834148
-113478.668103947,-919784.123488306
-113465.888500584,-919780.130016432
-113453.108092548,-919776.136467148
-113440.327622363,-919772.142566348
-113427.546779151,-919768.148544316
-113414.766764646,-919764.154259678
-113401.986606966,-919760.16011512
-113389.206039445,-919756.173512782
-113376.42592182,-919752.18193334
-113363.643520292,-919748.187305556
-113350.86541267,-919744.200898867
-113338.085504894,-919740.217326242
-113325.304408163,-919736.223799617
-113312.523092096,-919732.238418753
-113299.740341477,-919728.254367818
-113286.963863057,-919724.269377523
-113274.179695114,-919720.285835102
-113261.400246854,-919716.301431731
-113248.616057853,-919712.327340661
-113235.833799788,-919708.342425289
-113223.051789668,-919704.35737157
-113210.270571221,-919700.372349041
-113197.488977463,-919696.389263715
-113184.707020835,-919692.412232433
-113171.921777337,-919688.426873847
-113159.13954732,-919684.441119945
-113146.357068123,-919680.459252326
-113133.575408251,-919676.480056995
-113120.791628884,-919672.493875411
-113108.006746755,-919668.507660127
-113095.221248662,-919664.521565563
-113082.437641567,-919660.53508462
-113069.652770687,-919656.548382421
-113056.867269071,-919652.561600685
-113044.082902555,-919648.574521321
-113031.298869006,-919644.587503829
-113018.51183815,-919640.600563856
-113005.724683213,-919636.613339596
-112992.939359036,-919632.625725416
-112980.152061466,-919628.638196486
-112967.364908652,-919624.650831904
-112954.575845414,-919620.663256661
-112941.786742168,-919616.665642492
-112928.999031859,-919612.676367239
-112916.206944475,-919608.688615513
-112903.419062887,-919604.68972503
-112890.6316713,-919600.700637743
-112877.838248097,-919596.701937048
-112865.045123976,-919592.713661816
-112852.255953767,-919588.723348692
-112839.462072189,-919584.723863597
-112826.667421385,-919580.726138246
-112813.87199366,-919576.734940916
-112801.074347158,-919572.735074564
-112788.277020687,-919568.738434952
-112775.479539932,-919564.746172476
-112762.681096582,-919560.749966095
-112749.882464788,-919556.756489183
-112737.081425489,-919552.75622968
-112724.278354374,-919548.76141308
-112711.472809801,-919544.767399269
-112698.66881092,-919540.767020531
-112685.862548137,-919536.773023433
-112673.053716257,-919532.777596472
-112660.244201768,-919528.784684039
-112647.433363515,-919524.788590696
-112634.619925741,-919520.79630783
-112621.805493593,-919516.807574484
-112608.991390213,-919512.810127332
-112596.174124712,-919508.819273527
-112583.355509669,-919504.821396951
-112570.533814886,-919500.831171108
-112557.713160239,-919496.842381301
-112544.890077082,-919492.84337046
-112532.067491169,-919488.854281461
-112519.240844226,-919484.865580088
-112506.412888843,-919480.866232955
-112493.584650466,-919476.876680159
-112480.755211301,-919472.876694067
-112467.924699167,-919468.877002541
-112455.090876808,-919464.877170469
