81.538,-50.571,154.27,154.27,0,-89140,-9.1395e+05
81.538,-50.57,151.09,143.96,13.619,-89126,-9.1395e+05
81.538,-50.569,147.93,133.68,27.245,-89113,-9.1395e+05
81.538,-50.568,144.76,123.38,40.879,-89099,-9.1395e+05
81.538,-50.567,141.59,113.08,54.506,-89085,-9.1395e+05
81.538,-50.566,138.43,95.639,68.14,-89072,-9.1395e+05
81.538,-50.565,135.28,78.2,81.767,-89058,-9.1395e+05
81.538,-50.565,132.12,60.752,95.401,-89045,-9.1395e+05
81.538,-50.564,128.96,43.314,109.01,-89031,-9.1395e+05
81.538,-50.563,125.83,20.526,122.64,-89017,-9.1396e+05
81.538,-50.562,122.68,-2.2727,136.27,-89004,-9.1396e+05
81.538,-50.561,113.42,-27.741,149.9,-88990,-9.1396e+05
81.538,-50.56,113.29,-56.627,163.51,-88976,-9.1396e+05
81.538,-50.56,113.17,-85.525,177.14,-88963,-9.1396e+05
81.538,-50.559,113.05,-101.49,190.77,-88949,-9.1396e+05
81.538,-50.558,112.92,-117.47,204.38,-88936,-9.1396e+05
81.538,-50.557,112.82,-133.41,218.01,-88922,-9.1396e+05
81.538,-50.556,112.7,-147.45,231.62,-88908,-9.1396e+05
81.538,-50.555,112.59,-161.49,245.25,-88895,-9.1396e+05
81.538,-50.554,112.46,-175.54,258.86,-88881,-9.1396e+05
81.538,-50.554,112.36,-189.56,272.49,-88868,-9.1396e+05
81.538,-50.553,112.24,-195.19,286.1,-88854,-9.1396e+05
81.538,-50.552,112.14,-200.8,299.71,-88840,-9.1396e+05
81.538,-50.551,112.04,-206.41,313.33,-88827,-9.1396e+05
81.538,-50.55,111.94,-212.02,326.94,-88813,-9.1396e+05
81.538,-50.549,111.85,-217.62,340.55,-88799,-9.1396e+05
81.538,-50.549,111.74,-211.86,354.18,-88786,-9.1396e+05
81.538,-50.548,111.65,-206.08,367.79,-88772,-9.1396e+05
81.538,-50.547,111.54,-200.32,381.4,-88759,-9.1396e+05
81.538,-50.546,111.46,-194.52,395.01,-88745,-9.1396e+05
81.538,-50.545,111.35,-182.16,408.61,-88731,-9.1396e+05
81.538,-50.544,111.26,-169.78,422.22,-88718,-9.1396e+05
81.538,-50.543,111.18,-159.87,435.83,-88704,-9.1396e+05
81.538,-50.543,111.09,-149.96,449.43,-88691,-9.1396e+05
81.538,-50.542,111,-140.06,463.04,-88677,-9.1396e+05
81.538,-50.541,110.92,-130.14,476.64,-88663,-9.1396e+05
81.538,-50.54,110.83,-148.28,490.23,-88650,-9.1396e+05
81.538,-50.539,110.76,-166.39,503.84,-88636,-9.1396e+05
81.538,-50.538,110.67,-184.53,517.44,-88623,-9.1397e+05
81.538,-50.538,110.59,-213.38,531.05,-88609,-9.1397e+05
81.538,-50.537,110.51,-242.23,544.63,-88595,-9.1397e+05
81.538,-50.536,110.45,-248.24,558.23,-88582,-9.1397e+05
81.538,-50.535,110.38,-254.26,571.82,-88568,-9.1397e+05
81.538,-50.534,110.3,-260.29,585.42,-88555,-9.1397e+05
81.538,-50.533,110.24,-266.3,599.01,-88541,-9.1397e+05
81.538,-50.532,110.18,-272.31,612.61,-88528,-9.1397e+05
81.538,-50.532,110.12,-278.31,626.2,-88514,-9.1397e+05
81.538,-50.531,110.05,-279.77,639.8,-88500,-9.1397e+05
81.538,-50.53,110,-281.21,653.38,-88487,-9.1397e+05
81.538,-50.529,109.93,-282.66,666.97,-88473,-9.1397e+05
81.538,-50.528,109.78,-284.15,680.56,-88460,-9.1397e+05
81.538,-50.527,109.64,-285.63,694.15,-88446,-9.1397e+05
81.538,-50.527,109.49,-287.12,707.73,-88432,-9.1397e+05
81.538,-50.526,109.35,-288.6,721.31,-88419,-9.1397e+05
81.538,-50.525,109.18,-290.11,734.89,-88405,-9.1397e+05
81.538,-50.524,109.02,-291.61,748.47,-88392,-9.1397e+05
81.538,-50.523,108.87,-293.1,762.05,-88378,-9.1397e+05
81.538,-50.522,108.71,-294.05,775.63,-88365,-9.1397e+05
81.538,-50.521,108.57,-294.99,789.21,-88351,-9.1397e+05
81.538,-50.521,108.41,-295.95,802.79,-88337,-9.1398e+05
81.538,-50.52,108.25,-296.9,816.37,-88324,-9.1398e+05
81.538,-50.519,108.09,-297.86,829.95,-88310,-9.1398e+05
81.538,-50.518,107.94,-298.81,843.53,-88297,-9.1398e+05
81.538,-50.517,107.78,-299.77,857.11,-88283,-9.1398e+05
81.538,-50.516,107.62,-301.84,870.67,-88270,-9.1398e+05
81.538,-50.516,107.46,-303.92,884.25,-88256,-9.1398e+05
81.538,-50.515,107.3,-306,897.82,-88243,-9.1398e+05
81.538,-50.514,107.15,-308.06,911.4,-88229,-9.1398e+05
81.538,-50.513,107,-310.13,924.96,-88215,-9.1398e+05
81.538,-50.512,106.84,-312.2,938.53,-88202,-9.1398e+05
81.538,-50.511,106.69,-314.27,952.11,-88188,-9.1398e+05
81.538,-50.51,106.53,-316.35,965.67,-88175,-9.1398e+05
81.538,-50.51,106.38,-316.76,979.24,-88161,-9.1398e+05
81.538,-50.509,106.25,-317.16,992.8,-88148,-9.1398e+05
81.538,-50.508,106.08,-317.6,1006.4,-88134,-9.1398e+05
81.538,-50.507,105.94,-318,1019.9,-88121,-9.1399e+05
81.538,-50.506,105.78,-318.43,1033.5,-88107,-9.1399e+05
81.538,-50.505,105.63,-318.85,1047.1,-88093,-9.1399e+05
81.538,-50.505,105.48,-319.27,1060.6,-88080,-9.1399e+05
81.538,-50.504,105.34,-319.67,1074.2,-88066,-9.1399e+05
81.538,-50.503,105.19,-319.68,1087.7,-88053,-9.1399e+05
81.538,-50.502,105.03,-319.69,1101.3,-88039,-9.1399e+05
81.538,-50.501,104.89,-319.69,1114.9,-88026,-9.1399e+05
81.538,-50.5,104.73,-319.7,1128.4,-88012,-9.1399e+05
81.538,-50.499,104.57,-319.71,1142,-87999,-9.1399e+05
81.538,-50.499,104.42,-319.72,1155.5,-87985,-9.1399e+05
81.538,-50.498,104.52,-319.78,1169.1,-87972,-9.1399e+05
81.538,-50.497,104.61,-319.86,1182.6,-87958,-9.1399e+05
81.538,-50.496,104.72,-319.91,1196.2,-87945,-9.1399e+05
81.538,-50.495,104.82,-319.98,1209.7,-87931,-9.1399e+05
81.538,-50.494,104.93,-320.03,1223.3,-87917,-9.14e+05
81.538,-50.494,105.04,-320.09,1236.9,-87904,-9.14e+05
81.539,-50.493,105.15,-320.14,1250.4,-87890,-9.14e+05
81.539,-50.492,105.26,-320.2,1263.9,-87877,-9.14e+05
81.539,-50.491,105.36,-320.26,1277.5,-87863,-9.14e+05
81.539,-50.49,105.47,-320.32,1291,-87850,-9.14e+05
81.539,-50.489,105.57,-322.28,1304.6,-87836,-9.14e+05
81.539,-50.488,105.68,-324.23,1318.1,-87823,-9.14e+05
81.539,-50.488,105.78,-326.19,1331.7,-87809,-9.14e+05
