81.76,-50.872,39.246,39.246,0,-91466,-8.8938e+05
81.76,-50.871,37.558,13.518,14.462,-91453,-8.8938e+05
81.76,-50.87,37.731,-18.389,29.365,-91440,-8.8939e+05
81.76,-50.869,37.903,-50.297,43.865,-91426,-8.894e+05
81.76,-50.868,38.074,-82.216,58.327,-91413,-8.894e+05
81.76,-50.867,38.245,-114.13,73.055,-91400,-8.8941e+05
81.76,-50.867,38.415,-146.04,87.731,-91387,-8.8942e+05
81.76,-50.866,38.584,-157.4,102.23,-91374,-8.8942e+05
81.76,-50.865,38.753,-161.9,116.91,-91361,-8.8943e+05
81.76,-50.864,38.921,-166.4,131.6,-91348,-8.8944e+05
81.76,-50.863,39.077,-170.9,146.1,-91335,-8.8944e+05
81.76,-50.862,39.244,-175.4,160.58,-91322,-8.8945e+05
81.76,-50.861,39.409,-179.9,175.49,-91308,-8.8945e+05
81.76,-50.86,39.574,-184.41,189.99,-91295,-8.8946e+05
81.76,-50.859,39.738,-188.9,204.47,-91282,-8.8947e+05
81.76,-50.859,39.901,-199.48,219.16,-91269,-8.8947e+05
81.76,-50.858,40.064,-198.88,233.88,-91256,-8.8948e+05
81.759,-50.857,40.226,-197.57,248.36,-91243,-8.8949e+05
81.759,-50.856,40.387,-200.66,263.04,-91229,-8.8949e+05
81.759,-50.855,40.548,-196.89,277.77,-91216,-8.895e+05
81.759,-50.854,40.708,-195.76,292.25,-91203,-8.8951e+05
81.759,-50.853,40.869,-197.44,306.93,-91190,-8.8951e+05
81.759,-50.852,41.028,-197.89,321.65,-91177,-8.8952e+05
81.759,-50.852,41.188,-197.82,336.13,-91164,-8.8953e+05
81.759,-50.851,41.347,-197.74,350.62,-91151,-8.8953e+05
81.759,-50.85,41.506,-197.67,365.33,-91138,-8.8954e+05
81.759,-50.849,41.665,-198.13,380.03,-91124,-8.8954e+05
81.759,-50.848,41.803,-199.3,394.52,-91111,-8.8955e+05
81.759,-50.847,41.962,-197.99,409.23,-91098,-8.8956e+05
81.759,-50.846,42.121,-197.92,423.93,-91085,-8.8956e+05
81.759,-50.845,42.28,-199.6,438.42,-91072,-8.8957e+05
81.759,-50.845,42.438,-200.06,453.12,-91059,-8.8958e+05
81.759,-50.844,42.597,-199.98,467.61,-91046,-8.8958e+05
81.759,-50.843,42.756,-199.91,482.31,-91033,-8.8959e+05
81.759,-50.842,42.915,-200.36,496.82,-91020,-8.896e+05
81.759,-50.841,43.074,-202.05,511.52,-91006,-8.896e+05
81.759,-50.84,43.233,-201.98,526.03,-90993,-8.8961e+05
81.759,-50.839,43.392,-200.67,540.72,-90980,-8.8962e+05
81.758,-50.838,43.551,-201.83,555.42,-90967,-8.8962e+05
81.758,-50.838,43.709,-202.28,569.91,-90954,-8.8963e+05
81.758,-50.837,43.868,-202.21,584.64,-90941,-8.8964e+05
81.758,-50.836,44.016,-202.14,599.32,-90928,-8.8964e+05
81.758,-50.835,44.164,-202.08,613.82,-90915,-8.8965e+05
81.758,-50.834,44.322,-202,628.32,-90902,-8.8965e+05
81.758,-50.833,44.48,-202.45,643.04,-90889,-8.8966e+05
81.758,-50.832,44.637,-204.14,657.75,-90875,-8.8967e+05
81.758,-50.831,44.794,-204.6,672.25,-90862,-8.8967e+05
81.758,-50.831,44.951,-204.52,686.73,-90850,-8.8968e+05
81.758,-50.83,45.107,-204.45,701.66,-90836,-8.8969e+05
81.758,-50.829,45.263,-203.86,716.14,-90823,-8.8969e+05
81.758,-50.828,45.419,-202.02,730.66,-90810,-8.897e+05
81.758,-50.827,45.574,-201.95,745.36,-90797,-8.8971e+05
81.758,-50.826,45.729,-203.64,760.09,-90784,-8.8971e+05
81.758,-50.825,45.884,-204.1,774.57,-90771,-8.8972e+05
81.758,-50.824,46.039,-204.02,789.08,-90758,-8.8973e+05
81.758,-50.824,46.194,-205.02,804.03,-90745,-8.8973e+05
81.758,-50.823,46.348,-208.47,818.52,-90732,-8.8974e+05
81.758,-50.822,46.503,-209.46,833.03,-90719,-8.8975e+05
81.758,-50.821,46.647,-209.39,847.52,-90706,-8.8975e+05
81.757,-50.82,46.802,-209.32,862.43,-90693,-8.8976e+05
81.757,-50.819,46.956,-209.24,876.97,-90680,-8.8977e+05
81.757,-50.818,47.111,-211.82,891.45,-90667,-8.8977e+05
81.757,-50.817,47.265,-221.63,905.94,-90654,-8.8978e+05
81.757,-50.817,47.419,-227.72,920.87,-90641,-8.8979e+05
81.757,-50.816,47.574,-228.71,935.39,-90628,-8.8979e+05
81.757,-50.815,47.728,-228.63,949.91,-90615,-8.898e+05
81.757,-50.814,47.883,-228.57,964.6,-90602,-8.8981e+05
81.757,-50.813,48.037,-228.49,979.35,-90589,-8.8981e+05
81.757,-50.812,48.041,-228.5,993.86,-90576,-8.8982e+05
81.757,-50.811,48.005,-228.5,1008.3,-90563,-8.8983e+05
81.757,-50.81,47.959,-228.52,1023.1,-90550,-8.8983e+05
81.757,-50.81,47.933,-228.54,1037.8,-90537,-8.8984e+05
81.757,-50.809,47.896,-228.54,1052.3,-90524,-8.8985e+05
81.757,-50.808,47.85,-228.57,1066.8,-90511,-8.8985e+05
81.757,-50.807,47.812,-229.11,1081.5,-90498,-8.8986e+05
81.757,-50.806,47.764,-230.9,1096.3,-90485,-8.8987e+05
81.757,-50.805,47.736,-231.43,1110.7,-90472,-8.8987e+05
81.757,-50.804,47.697,-231.45,1125.2,-90459,-8.8988e+05
81.757,-50.803,47.648,-231.47,1140,-90446,-8.8989e+05
81.756,-50.803,47.609,-231.48,1154.7,-90433,-8.8989e+05
81.756,-50.802,47.559,-231.51,1169.2,-90420,-8.899e+05
81.756,-50.801,47.518,-231.52,1183.8,-90408,-8.8991e+05
81.756,-50.8,47.467,-231.55,1198.5,-90395,-8.8991e+05
81.756,-50.799,47.435,-231.57,1213,-90382,-8.8992e+05
81.756,-50.798,47.393,-231.05,1227.7,-90369,-8.8993e+05
81.756,-50.797,47.34,-229.85,1242.2,-90356,-8.8994e+05
