Lat, Lon, Ice_surf, Ice_base, Distance, X_coord, Y_coord
81.773598,-50.604982,40.6452,-153.5848,7792.83804,-87181.3248,-888348.557
81.773464,-50.604938,40.7441,-153.6359,7807.44205,-87182.0674,-888363.142
81.77333,-50.604895,40.8485,-153.7915,7822.04533,-87182.8254,-888377.725
81.773196,-50.604853,40.9378,-154.5222,7836.64791,-87183.599,-888392.307
81.773063,-50.604813,41.0441,-155.9559,7851.14036,-87184.3929,-888406.778
81.772927,-50.604772,41.1323,-157.2977,7865.95978,-87185.2032,-888421.575
81.772794,-50.604733,41.2186,-157.3414,7880.45157,-87186.0125,-888436.045
81.772659,-50.604695,41.3182,-156.0818,7895.16028,-87186.8586,-888450.729
81.772525,-50.604658,41.423,-154.547,7909.75959,-87187.7096,-888465.303
81.77239,-50.604621,41.5221,-153.2379,7924.46768,-87188.5712,-888479.986
81.772257,-50.604586,41.6172,-152.7928,7938.95701,-87189.4425,-888494.449
81.772121,-50.604551,41.7142,-152.9858,7953.77271,-87190.3457,-888509.238
81.771988,-50.604517,41.8078,-153.8222,7968.26146,-87191.2325,-888523.699
81.771853,-50.604484,41.904,-154.166,7982.96725,-87192.1561,-888538.376
81.771719,-50.604452,42.0041,-154.5959,7997.56371,-87193.0845,-888552.943
81.771585,-50.604421,42.0987,-154.6113,8012.15964,-87194.0284,-888567.508
81.771451,-50.60439,42.1954,-154.2246,8026.75558,-87194.9723,-888582.074
81.771317,-50.60436,42.2963,-154.1237,8041.35101,-87195.9316,-888596.637
81.771181,-50.604331,42.3881,-154.1419,8056.16358,-87196.9278,-888611.416
81.771048,-50.604303,42.4847,-154.1553,8070.64924,-87197.9075,-888625.869
81.770914,-50.604275,42.5538,-154.1762,8085.24371,-87198.8979,-888640.43
81.77078,-50.604248,42.5544,-154.2256,8099.83773,-87199.9037,-888654.989
81.770645,-50.604222,42.5576,-154.2724,8114.54014,-87200.9357,-888669.655
81.77051,-50.604196,42.563,-154.097,8129.24254,-87201.9677,-888684.321
81.770377,-50.604171,42.5616,-153.3284,8143.72688,-87202.9939,-888698.769
